,province,district,ur2012,weight,Consumption,s1q1,s1q3y,s1q13,s1q14,s3q4,s4aq6a,s4aq6b,s4aq8,s4aq9,s4aq11h,s4aq12,s4aq14,s4aq15,s4aq17,s4bq3,s4bq4,s4bq5,s6aq2
6944,Northern Province,Gakenke,Rural,55.15567766,1146358.625,Female,6,"Yes,and residing in the household",Yes and resident in household,No,,,,,,Both parents,,,,,,,No
6946,Northern Province,Gakenke,Rural,24.45470383,433972.9375,Female,18,"Yes,but residing in onother household",No,No,Secondary 2,Secondary 3,Public,No problem,,Other relatives,7,Dropped out,Lack of interest,Yes,Yes,Yes,Yes
6947,Northern Province,Gakenke,Rural,24.45470383,433972.9375,Male,8,"Yes,but residing in onother household",Yes but residing in another household,No,Primary 1,Primary 2,Public,Don't know,3510,Other relatives,1,Poor health,,,,,No
6956,Northern Province,Gakenke,Rural,24.45470383,201891.0781,Male,11,"Yes,but residing in onother household",Yes but residing in another household,No,Primary 1,Primary 1,Public,No problem,,Father,1,Poor health,,No,,No,No
6960,Northern Province,Gakenke,Rural,24.45470383,153388.7813,Female,11,"Yes,but residing in onother household",Yes and resident in household,No,Primary 2,Primary 2,Public,No problem,,Other household members,,,,No,,No,No
6961,Northern Province,Gakenke,Rural,24.45470383,153388.7813,Female,6,"Yes,but residing in onother household",Yes and resident in household,No,,,,,,Other household members,,,,,,,No
6969,Northern Province,Gakenke,Rural,24.45470383,394082.1563,Female,16,"Yes,and residing in the household",Yes and resident in household,No,"Primary 6,7,8",Not in class,,,,,,,Lack of interest,Yes,Yes,Yes,Yes
6970,Northern Province,Gakenke,Rural,24.45470383,394082.1563,Male,13,"Yes,and residing in the household",Yes and resident in household,No,Primary 4,Primary 4,Public,No problem,,Father,1,Family circumstances,,Yes,Yes,Yes,No
6971,Northern Province,Gakenke,Rural,24.45470383,394082.1563,Male,6,"Yes,and residing in the household",Yes and resident in household,No,,,,,,Father,,,,,,,No
6973,Northern Province,Gakenke,Rural,68.27692308,587822.25,Male,14,"Yes,but residing in onother household",Yes but residing in another household,No,Primary 4,Primary 5,Public,No problem,,Both parents,7,Dropped out,Lack of interest,Yes,Yes,No,Yes
6977,Northern Province,Gakenke,Rural,68.27692308,1202412.25,Female,13,Dont know,Yes but residing in another household,No,Not in class,Primary 1,Free Subsidized,No problem,,Other household members,,,,No,,No,No
6980,Northern Province,Gakenke,Rural,68.27692308,550487.0625,Male,16,No,Yes but residing in another household,No,"Primary 6,7,8",Not in class,,,,,,,Lack of family support,Yes,Yes,Yes,Yes
6984,Northern Province,Gakenke,Rural,68.27692308,435933.4063,Female,18,"Yes,and residing in the household",Yes and resident in household,No,Post primary 3,Not in class,,,,,,,Cost,Yes,Yes,Yes,Yes
6985,Northern Province,Gakenke,Rural,68.27692308,435933.4063,Female,17,"Yes,and residing in the household",Yes and resident in household,No,Secondary 1,Secondary 2,Public,Don't know,,Both parents,,,,Yes,Yes,Yes,No
6986,Northern Province,Gakenke,Rural,68.27692308,435933.4063,Female,12,"Yes,and residing in the household",Yes and resident in household,Yes,Primary 4,Primary 5,Public,Don't know,,Both parents,,,,Yes,Yes,Yes,No
6987,Northern Province,Gakenke,Rural,68.27692308,435933.4063,Female,9,"Yes,and residing in the household",Yes and resident in household,No,Not in class,Primary 1,Public,Don't know,,Both parents,,,,,,,No
6990,Northern Province,Gakenke,Rural,68.27692308,708198.375,Male,14,"Yes,but residing in onother household",Yes but residing in another household,No,Primary 3,Primary 4,Free Subsidized,No problem,,Other non-relatives,,,,Yes,Yes,Yes,No
6993,Northern Province,Gakenke,Rural,68.27692308,142792.2344,Female,16,No,Yes and resident in household,No,Secondary 2,Secondary 3,Free Subsidized,No problem,,Mother,,,,Yes,Yes,Yes,No
6997,Northern Province,Gakenke,Rural,68.27692308,192473.6875,Female,16,"Yes,and residing in the household",Yes and resident in household,No,"Primary 6,7,8",Secondary 1,Free Subsidized,No problem,,Father,,,,Yes,Yes,Yes,No
6998,Northern Province,Gakenke,Rural,68.27692308,192473.6875,Male,14,"Yes,and residing in the household",Yes and resident in household,No,Primary 2,Primary 2,Free Subsidized,No problem,,Father,,,,No,,No,No
6999,Northern Province,Gakenke,Rural,68.27692308,192473.6875,Female,11,"Yes,and residing in the household",Yes and resident in household,No,Primary 1,Primary 2,Free Subsidized,No problem,,Father,,,,No,,No,No
7000,Northern Province,Gakenke,Rural,68.27692308,192473.6875,Female,7,"Yes,but residing in onother household",Yes but residing in another household,No,,,,,,Father,,,,,,,No
7003,Northern Province,Gakenke,Rural,68.27692308,307535,Male,16,"Yes,and residing in the household",Yes and resident in household,No,Primary 5,Primary 5,Free Subsidized,No problem,,Both parents,,,,Yes,Yes,Yes,No
7004,Northern Province,Gakenke,Rural,68.27692308,307535,Female,15,"Yes,and residing in the household",Yes and resident in household,No,Primary 1,Primary 2,Free Subsidized,No problem,,Both parents,1,Family circumstances,,Yes,Yes,No,No
7005,Northern Province,Gakenke,Rural,68.27692308,307535,Female,14,"Yes,and residing in the household",Yes and resident in household,No,Primary 2,Primary 2,Free Subsidized,No problem,,Both parents,,,,Yes,Yes,No,No
7006,Northern Province,Gakenke,Rural,68.27692308,307535,Male,12,"Yes,and residing in the household",Yes and resident in household,No,Primary 1,Primary 1,Free Subsidized,No problem,,Both parents,,,,No,,No,No
7007,Northern Province,Gakenke,Rural,68.27692308,307535,Female,9,"Yes,and residing in the household",Yes and resident in household,No,Primary 1,Primary 1,Free Subsidized,No problem,,Both parents,,,,,,,No
7008,Northern Province,Gakenke,Rural,68.27692308,307535,Female,7,"Yes,and residing in the household",Yes and resident in household,No,,,,,,,,,,,,,No
7011,Northern Province,Gakenke,Rural,68.27692308,144645.3281,Male,11,"Yes,and residing in the household",Yes and resident in household,No,Primary 2,Primary 2,Free Subsidized,No problem,,Father,,,,No,,No,No
7012,Northern Province,Gakenke,Rural,68.27692308,144645.3281,Male,10,"Yes,and residing in the household",Yes and resident in household,No,Primary 1,Primary 1,Free Subsidized,No problem,,Father,,,,No,,No,No
7013,Northern Province,Gakenke,Rural,68.27692308,144645.3281,Male,8,"Yes,and residing in the household",Yes and resident in household,No,Not in class,Not in class,Free Subsidized,No problem,,Father,,,,,,,No
7020,Northern Province,Gakenke,Rural,68.27692308,245370.5625,Female,18,"Yes,and residing in the household",Yes and resident in household,No,Secondary 2,Secondary 3,Free Subsidized,Don't know,,Both parents,,,,Yes,Yes,Yes,No
7021,Northern Province,Gakenke,Rural,68.27692308,245370.5625,Female,14,"Yes,and residing in the household",Yes and resident in household,No,Primary 4,Primary 5,Public,Don't know,,Both parents,,,,Yes,Yes,Yes,No
7022,Northern Province,Gakenke,Rural,68.27692308,245370.5625,Male,10,"Yes,and residing in the household",Yes and resident in household,No,Primary 1,Primary 1,Private,Don't know,,Both parents,,,,No,,Yes,No
7025,Northern Province,Gakenke,Rural,68.27692308,240872.5781,Female,9,"Yes,and residing in the household",Yes and resident in household,No,Primary 2,Primary 3,Private,No problem,,Both parents,,,,,,,No
7026,Northern Province,Gakenke,Rural,68.27692308,240872.5781,Male,7,"Yes,and residing in the household",Yes and resident in household,No,Pre-primary,Primary 1,Private,No problem,,Both parents,,,,,,,No
7031,Northern Province,Gakenke,Rural,22.28095238,466709.9063,Female,8,"Yes,but residing in onother household",Yes but residing in another household,No,Pre-primary,Primary 1,Free Subsidized,No problem,,Other household members,,,,,,,No
7033,Northern Province,Gakenke,Rural,22.28095238,647000.375,Female,12,"Yes,but residing in onother household",Yes but residing in another household,Yes,Primary 2,Primary 3,Free Subsidized,No problem,,Other non-relatives,,,,No,,No,No
7035,Northern Province,Gakenke,Rural,22.28095238,363119.7813,Male,17,"Yes,but residing in onother household",Yes and resident in household,No,Secondary 1,Secondary 2,Public,Don't know,,Other non-relatives,,,,Yes,Yes,Yes,No
7036,Northern Province,Gakenke,Rural,22.28095238,363119.7813,Female,11,"Yes,but residing in onother household",Yes and resident in household,No,Primary 1,Primary 2,Public,No problem,,Mother,2,Financial Reasons,,No,,No,No
7037,Northern Province,Gakenke,Rural,22.28095238,363119.7813,Male,7,"Yes,but residing in onother household",Yes and resident in household,No,Pre-primary,Primary 1,Public,No problem,,Mother,2,Financial Reasons,,,,,No
7041,Northern Province,Gakenke,Rural,22.28095238,169650.5938,Male,7,"Yes,but residing in onother household",Yes and resident in household,No,Pre-primary,Primary 1,Free Subsidized,No problem,,Mother,,,,,,,No
7044,Northern Province,Gakenke,Rural,22.28095238,217378.0313,Female,16,"Yes,but residing in onother household",No,Yes,Not in class,Not in class,,,,,,,Lack of family support,Yes,Yes,Yes,Yes
7054,Northern Province,Gakenke,Rural,22.28095238,260407.9531,Male,14,"Yes,but residing in onother household",Yes but residing in another household,No,Primary 5,"Primary 6,7,8",Free Subsidized,No problem,,Father,,,,Yes,Yes,Yes,Yes
7060,Northern Province,Gakenke,Rural,66.64161666,271620.25,Female,16,No,Yes and resident in household,No,Not in class,Not in class,,,,,,,Lack of family support,No,,No,Yes
7061,Northern Province,Gakenke,Rural,66.64161666,271620.25,Male,12,No,Yes and resident in household,No,,,,,,,,,,No,,No,Yes
7062,Northern Province,Gakenke,Rural,66.64161666,271620.25,Male,12,No,Yes and resident in household,Yes,,,,,,,,,,No,,No,Yes
7063,Northern Province,Gakenke,Rural,66.64161666,271620.25,Female,10,"Yes,and residing in the household",Yes and resident in household,Yes,Primary 1,Not in class,,,,,,,Health,No,,No,No
7064,Northern Province,Gakenke,Rural,66.64161666,271620.25,Male,8,"Yes,and residing in the household",Yes and resident in household,No,Pre-primary,Primary 1,Public,Poor buildings & equipment,,Mother,5,Holidays,,,,,No
7067,Northern Province,Gakenke,Rural,66.64161666,227908.9063,Male,8,"Yes,and residing in the household",Yes and resident in household,No,Primary 1,Primary 2,Public,Mediocre teaching,,Father,5,Holidays,,,,,No
7072,Northern Province,Gakenke,Rural,66.64161666,411841.9688,Female,18,"Yes,and residing in the household",Yes but residing in another household,No,Not in class,Not in class,,,,,,,Lack of interest,Yes,Yes,Yes,Yes
7073,Northern Province,Gakenke,Rural,66.64161666,411841.9688,Female,13,"Yes,and residing in the household",Yes and resident in household,No,Primary 5,"Primary 6,7,8",Free Subsidized,No problem,,Other relatives,5,Holidays,,Yes,Yes,Yes,No
7074,Northern Province,Gakenke,Rural,66.64161666,411841.9688,Male,11,"Yes,and residing in the household",Yes and resident in household,No,Primary 4,Primary 4,Free Subsidized,No problem,,Both parents,5,Holidays,,Yes,Yes,Yes,No
7075,Northern Province,Gakenke,Rural,66.64161666,411841.9688,Male,8,"Yes,and residing in the household",Yes and resident in household,No,Primary 1,Primary 2,Free Subsidized,No problem,,Both parents,5,Holidays,,,,,No
7080,Northern Province,Gakenke,Rural,66.64161666,169573.75,Male,13,"Yes,and residing in the household",Yes and resident in household,No,Primary 2,Primary 2,Public,No problem,,Both parents,5,Holidays,,No,,No,No
7081,Northern Province,Gakenke,Rural,66.64161666,169573.75,Female,10,"Yes,and residing in the household",Yes and resident in household,No,Primary 1,Primary 2,Public,No problem,,Both parents,5,Holidays,,No,,No,No
7082,Northern Province,Gakenke,Rural,66.64161666,169573.75,Male,7,"Yes,and residing in the household",Yes and resident in household,No,Pre-primary,Primary 1,Public,No problem,,Both parents,5,Holidays,,,,,No
7092,Northern Province,Gakenke,Rural,66.64161666,515807.375,Female,13,"Yes,but residing in onother household",Yes but residing in another household,No,Primary 3,Primary 4,Free Subsidized,No problem,,Both parents,5,Holidays,,Yes,Yes,Yes,No
7096,Northern Province,Gakenke,Rural,66.64161666,204429.5,Female,18,No,Yes and resident in household,No,Secondary 3,Secondary 3,Public,No problem,,Mother,,,,Yes,Yes,Yes,No
7097,Northern Province,Gakenke,Rural,66.64161666,204429.5,Male,12,No,Yes and resident in household,No,Primary 4,Primary 5,Public,No problem,,Mother,,,,Yes,Yes,Yes,No
7101,Northern Province,Gakenke,Rural,66.64161666,234941.9219,Female,18,No,Yes and resident in household,No,Not in class,Not in class,,,,,,,Lack of interest,Yes,Yes,Yes,Yes
7102,Northern Province,Gakenke,Rural,66.64161666,234941.9219,Female,15,No,Yes and resident in household,No,Primary 5,"Primary 6,7,8",Public,No problem,,Mother,5,Holidays,,Yes,Yes,Yes,No
7103,Northern Province,Gakenke,Rural,66.64161666,234941.9219,Female,13,No,Yes and resident in household,No,Primary 1,Primary 2,Public,No problem,,Mother,5,Holidays,,No,,No,No
7108,Northern Province,Gakenke,Rural,66.64161666,121513.8047,Male,11,Dont know,Yes but residing in another household,No,Primary 1,Primary 1,Public,No problem,,Other relatives,5,Holidays,,No,,No,No
7109,Northern Province,Gakenke,Rural,66.64161666,121513.8047,Female,11,Dont know,Yes but residing in another household,No,Primary 1,Primary 1,Public,No problem,,Other relatives,5,Holidays,,No,,No,No
7115,Northern Province,Gakenke,Rural,101.2203836,300632.2813,Female,18,"Yes,and residing in the household",Yes and resident in household,No,Not in class,Not in class,,,,,,,Lack of family support,Yes,Yes,Yes,Yes
7124,Northern Province,Gakenke,Rural,101.2203836,306198.5,Female,12,"Yes,but residing in onother household",Yes and resident in household,No,Primary 4,Primary 5,Public,No problem,,Mother,,,,Yes,Yes,No,No
7130,Northern Province,Gakenke,Rural,101.2203836,294615.7188,Male,14,"Yes,and residing in the household",Yes and resident in household,No,Primary 3,Primary 4,Public,No problem,,Other Organization/Association,1,Poor health,,Yes,No,No,No
7131,Northern Province,Gakenke,Rural,101.2203836,294615.7188,Male,13,"Yes,and residing in the household",Yes and resident in household,No,Primary 3,Primary 3,Public,No problem,,Father,,,,No,,No,No
7132,Northern Province,Gakenke,Rural,101.2203836,294615.7188,Male,11,"Yes,and residing in the household",Yes and resident in household,No,Not in class,Primary 1,Public,No problem,,Father,,,,No,,No,No
7133,Northern Province,Gakenke,Rural,101.2203836,294615.7188,Female,8,"Yes,and residing in the household",Yes and resident in household,No,,,,,,Father,,,,,,,No
7138,Northern Province,Gakenke,Rural,101.2203836,249394.1563,Male,10,"Yes,and residing in the household",Yes and resident in household,No,Primary 2,Primary 3,Public,No problem,2000,Both parents,,,,No,,No,No
7139,Northern Province,Gakenke,Rural,101.2203836,249394.1563,Male,7,"Yes,and residing in the household",Yes and resident in household,No,,,,,,Both parents,,,,,,,No
7153,Northern Province,Gakenke,Rural,101.2203836,77625.75781,Male,11,"Yes,but residing in onother household",Yes but residing in another household,No,Primary 3,Primary 4,Public,No problem,,Father,,,,Yes,Yes,Yes,No
7154,Northern Province,Gakenke,Rural,101.2203836,77625.75781,Male,9,"Yes,but residing in onother household",Yes but residing in another household,No,Primary 1,Primary 2,Public,No problem,,Father,,,,,,,No
7164,Northern Province,Gakenke,Peri urban,24.36979167,650061.9375,Female,9,No,Yes and resident in household,No,Pre-primary,Pre-primary,Public,No problem,,Mother,1,Financial Reasons,,,,,No
7168,Northern Province,Gakenke,Peri urban,24.36979167,275864.2188,Male,8,"Yes,but residing in onother household",Yes but residing in another household,No,Pre-primary,Primary 1,Public,No problem,,Other household members,,,,,,,No
7171,Northern Province,Gakenke,Peri urban,24.36979167,199037.8594,Female,10,No,No,Yes,Primary 1,Primary 2,Public,No problem,,Other household members,3,Poor health,,No,,No,No
